# timestamp_s tx ty tz qx qy qz qw
1.628081061167697907e+09 -2853536.61877 4667028.09847 3268793.96003 0.56401 -0.82573 0.00131 -0.00725
1.628081061267679042e+09 -2853536.61598 4667028.09446 3268793.96010 0.56417 -0.82563 0.00133 -0.00723
1.628081061367870008e+09 -2853536.61942 4667028.09522 3268793.95867 0.56427 -0.82556 0.00135 -0.00724
1.628081061469945023e+09 -2853536.62112 4667028.09461 3268793.95874 0.56432 -0.82553 0.00133 -0.00724
1.628081061568779075e+09 -2853536.62258 4667028.09296 3268793.96046 0.56428 -0.82555 0.00132 -0.00724
1.628081061669344853e+09 -2853536.62106 4667028.09366 3268793.95977 0.56426 -0.82556 0.00133 -0.00723
1.628081061769401039e+09 -2853536.61575 4667028.09814 3268793.95782 0.56435 -0.82550 0.00134 -0.00720
1.628081061869435020e+09 -2853536.61320 4667028.10140 3268793.96169 0.56409 -0.82568 0.00133 -0.00724
1.628081061969297805e+09 -2853536.61613 4667028.09828 3268793.95995 0.56425 -0.82557 0.00132 -0.00723
1.628081062069156815e+09 -2853536.61894 4667028.09865 3268793.95847 0.56436 -0.82550 0.00135 -0.00720
1.628081062169867144e+09 -2853536.61946 4667028.09777 3268793.96075 0.56415 -0.82564 0.00133 -0.00724
1.628081062270831048e+09 -2853536.61749 4667028.09931 3268793.95813 0.56428 -0.82555 0.00135 -0.00721
1.628081062378066157e+09 -2853536.61261 4667028.10131 3268793.95929 0.56423 -0.82558 0.00132 -0.00723
1.628081062473468954e+09 -2853536.61897 4667028.09485 3268793.96325 0.56413 -0.82565 0.00133 -0.00724
1.628081062572302118e+09 -2853536.61935 4667028.09603 3268793.96043 0.56423 -0.82559 0.00134 -0.00721
1.628081062672246837e+09 -2853536.62014 4667028.09922 3268793.95853 0.56409 -0.82568 0.00134 -0.00724
1.628081062772366971e+09 -2853536.61766 4667028.09877 3268793.95739 0.56417 -0.82563 0.00134 -0.00721
1.628081062872512197e+09 -2853536.61644 4667028.09928 3268793.96151 0.56415 -0.82564 0.00134 -0.00722
1.628081062973301796e+09 -2853536.62433 4667028.09516 3268793.95896 0.56415 -0.82564 0.00133 -0.00724
1.628081063069396039e+09 -2853536.62522 4667028.09753 3268793.95402 0.56424 -0.82558 0.00134 -0.00721
1.628081063173167031e+09 -2853536.61815 4667028.09980 3268793.95800 0.56420 -0.82561 0.00135 -0.00723
1.628081063267869943e+09 -2853536.61883 4667028.10057 3268793.95842 0.56425 -0.82557 0.00135 -0.00725
1.628081063373661985e+09 -2853536.61651 4667028.10058 3268793.95612 0.56425 -0.82557 0.00133 -0.00722
1.628081063468088008e+09 -2853536.61687 4667028.09993 3268793.95746 0.56417 -0.82562 0.00133 -0.00723
1.628081063574632781e+09 -2853536.61861 4667028.09970 3268793.95809 0.56428 -0.82555 0.00134 -0.00721
1.628081063669967854e+09 -2853536.61935 4667028.09996 3268793.95672 0.56423 -0.82558 0.00134 -0.00723
1.628081063774964088e+09 -2853536.61936 4667028.09772 3268793.95964 0.56419 -0.82562 0.00132 -0.00723
1.628081063875221002e+09 -2853536.62154 4667028.09440 3268793.96039 0.56423 -0.82558 0.00134 -0.00723
1.628081063969132991e+09 -2853536.62332 4667028.09327 3268793.96165 0.56427 -0.82555 0.00134 -0.00722
1.628081064069349049e+09 -2853536.62259 4667028.09348 3268793.96284 0.56432 -0.82552 0.00134 -0.00722
1.628081064176408965e+09 -2853536.62059 4667028.09620 3268793.96103 0.56436 -0.82550 0.00134 -0.00720
1.628081064275698875e+09 -2853536.62016 4667028.09719 3268793.95957 0.56435 -0.82550 0.00134 -0.00721
1.628081064370199948e+09 -2853536.62029 4667028.09745 3268793.95990 0.56437 -0.82549 0.00135 -0.00720
1.628081064476314177e+09 -2853536.61889 4667028.09505 3268793.96412 0.56428 -0.82555 0.00133 -0.00724
1.628081064570184866e+09 -2853536.62046 4667028.09541 3268793.96424 0.56432 -0.82552 0.00134 -0.00721
1.628081064677395995e+09 -2853536.61738 4667028.09699 3268793.96147 0.56426 -0.82557 0.00133 -0.00723
1.628081064777247011e+09 -2853536.62090 4667028.09594 3268793.96290 0.56422 -0.82559 0.00132 -0.00723
1.628081064878889928e+09 -2853536.62746 4667028.09385 3268793.95992 0.56421 -0.82560 0.00134 -0.00722
1.628081064971672154e+09 -2853536.62713 4667028.09463 3268793.95927 0.56425 -0.82557 0.00133 -0.00723
