# timestamp_s tx ty tz qx qy qz qw
1.627998819914793005e+09 -2853421.14557 4667372.61299 3268404.01841 0.71508 -0.69870 0.01378 -0.01711
1.627998820016091086e+09 -2853421.14512 4667372.61713 3268404.01368 0.71508 -0.69870 0.01379 -0.01710
1.627998820116440148e+09 -2853421.14535 4667372.61356 3268404.01152 0.71504 -0.69874 0.01377 -0.01704
1.627998820216936204e+09 -2853421.14782 4667372.61527 3268404.00956 0.71508 -0.69870 0.01378 -0.01707
1.627998820316508111e+09 -2853421.14662 4667372.61955 3268404.00583 0.71514 -0.69864 0.01378 -0.01710
1.627998820416918013e+09 -2853421.14357 4667372.62235 3268404.00456 0.71516 -0.69862 0.01377 -0.01709
1.627998820517257972e+09 -2853421.13886 4667372.62320 3268404.00539 0.71520 -0.69857 0.01377 -0.01708
1.627998820618236087e+09 -2853421.13804 4667372.61896 3268404.00994 0.71523 -0.69855 0.01376 -0.01707
1.627998820718082884e+09 -2853421.14501 4667372.61324 3268404.01435 0.71517 -0.69861 0.01378 -0.01707
1.627998820818538972e+09 -2853421.14900 4667372.61020 3268404.01423 0.71517 -0.69860 0.01378 -0.01705
1.627998820919859035e+09 -2853421.14970 4667372.61431 3268404.00878 0.71515 -0.69863 0.01379 -0.01707
1.627998821019568831e+09 -2853421.14722 4667372.61805 3268404.00417 0.71517 -0.69861 0.01376 -0.01707
1.627998821120628214e+09 -2853421.14686 4667372.62003 3268404.00478 0.71514 -0.69863 0.01378 -0.01707
1.627998821228882953e+09 -2853421.14690 4667372.61710 3268404.00513 0.71517 -0.69860 0.01379 -0.01706
1.627998821320868039e+09 -2853421.14710 4667372.61858 3268404.00771 0.71515 -0.69862 0.01378 -0.01709
1.627998821421946074e+09 -2853421.14545 4667372.61488 3268404.00913 0.71515 -0.69862 0.01377 -0.01707
1.627998821521944084e+09 -2853421.14670 4667372.61279 3268404.01297 0.71519 -0.69859 0.01374 -0.01709
1.627998821622435033e+09 -2853421.15619 4667372.60817 3268404.01033 0.71520 -0.69858 0.01374 -0.01706
1.627998821723894984e+09 -2853421.16691 4667372.60682 3268404.00586 0.71520 -0.69857 0.01371 -0.01708
1.627998821824552023e+09 -2853421.17948 4667372.60109 3268404.00631 0.71519 -0.69859 0.01368 -0.01708
1.627998821924660833e+09 -2853421.18107 4667372.58903 3268404.00944 0.71524 -0.69854 0.01352 -0.01716
1.627998822023483116e+09 -2853421.18214 4667372.58221 3268404.02420 0.71538 -0.69839 0.01332 -0.01737
1.627998822122479039e+09 -2853421.16699 4667372.58316 3268404.03832 0.71605 -0.69771 0.01308 -0.01757
1.627998822220896979e+09 -2853421.13969 4667372.59284 3268404.04530 0.71690 -0.69683 0.01319 -0.01750
1.627998822320673833e+09 -2853421.10820 4667372.61422 3268404.04328 0.71777 -0.69594 0.01317 -0.01760
1.627998822420926084e+09 -2853421.07723 4667372.63751 3268404.03754 0.71881 -0.69486 0.01321 -0.01755
1.627998822520215105e+09 -2853421.03911 4667372.66269 3268404.03774 0.72002 -0.69360 0.01329 -0.01751
1.627998822620466024e+09 -2853420.99383 4667372.69442 3268404.03451 0.72095 -0.69264 0.01328 -0.01747
1.627998822725077011e+09 -2853420.94614 4667372.72796 3268404.02858 0.72196 -0.69159 0.01331 -0.01730
1.627998822824122893e+09 -2853420.89762 4667372.76122 3268404.01680 0.72285 -0.69066 0.01355 -0.01723
1.627998822923313993e+09 -2853420.84954 4667372.79375 3268404.01806 0.72387 -0.68959 0.01375 -0.01730
1.627998823022445807e+09 -2853420.80427 4667372.81619 3268404.02984 0.72496 -0.68844 0.01379 -0.01728
1.627998823128331995e+09 -2853420.75540 4667372.84476 3268404.03431 0.72582 -0.68753 0.01375 -0.01708
1.627998823227231995e+09 -2853420.71861 4667372.86598 3268404.03258 0.72668 -0.68663 0.01387 -0.01693
1.627998823325748967e+09 -2853420.68548 4667372.88724 3268404.03131 0.72729 -0.68598 0.01392 -0.01695
1.627998823424571029e+09 -2853420.65710 4667372.90846 3268404.02946 0.72791 -0.68532 0.01395 -0.01694
1.627998823524301919e+09 -2853420.62816 4667372.92972 3268404.02288 0.72843 -0.68477 0.01400 -0.01691
1.627998823623014957e+09 -2853420.60368 4667372.94579 3268404.02108 0.72905 -0.68411 0.01402 -0.01692
1.627998823722500932e+09 -2853420.58170 4667372.95559 3268404.02899 0.72945 -0.68368 0.01405 -0.01697
1.627998823828594954e+09 -2853420.55650 4667372.96545 3268404.03357 0.72985 -0.68325 0.01402 -0.01687
1.627998823927901073e+09 -2853420.53767 4667372.98584 3268404.02886 0.73012 -0.68297 0.01397 -0.01677
1.627998824027786062e+09 -2853420.51949 4667372.99830 3268404.02066 0.73039 -0.68268 0.01400 -0.01689
1.627998824126238198e+09 -2853420.50774 4667373.00717 3268404.01910 0.73066 -0.68238 0.01402 -0.01697
1.627998824225884933e+09 -2853420.49658 4667373.01029 3268404.02496 0.73098 -0.68204 0.01404 -0.01697
1.627998824325372906e+09 -2853420.48391 4667373.01128 3268404.03241 0.73117 -0.68184 0.01403 -0.01693
1.627998824424865099e+09 -2853420.47170 4667373.01523 3268404.03695 0.73141 -0.68158 0.01397 -0.01691
1.627998824525588972e+09 -2853420.45879 4667373.02217 3268404.03772 0.73169 -0.68129 0.01397 -0.01691
1.627998824625146002e+09 -2853420.44125 4667373.03165 3268404.03920 0.73210 -0.68084 0.01403 -0.01692
1.627998824730068073e+09 -2853420.42253 4667373.04525 3268404.04170 0.73272 -0.68017 0.01404 -0.01703
1.627998824828968072e+09 -2853420.39956 4667373.05948 3268404.04001 0.73332 -0.67953 0.01403 -0.01692
1.627998824928391874e+09 -2853420.37291 4667373.07652 3268404.03682 0.73385 -0.67895 0.01403 -0.01684
1.627998825029026042e+09 -2853420.34186 4667373.09986 3268404.03129 0.73422 -0.67855 0.01405 -0.01684
1.627998825128056160e+09 -2853420.30469 4667373.12523 3268404.02961 0.73455 -0.67820 0.01410 -0.01683
1.627998825226306012e+09 -2853420.25781 4667373.15130 3268404.03450 0.73468 -0.67806 0.01417 -0.01682
1.627998825332341859e+09 -2853420.20086 4667373.17982 3268404.04966 0.73467 -0.67806 0.01426 -0.01686
1.627998825432322993e+09 -2853420.15063 4667373.20405 3268404.05783 0.73483 -0.67790 0.01414 -0.01688
1.627998825531383087e+09 -2853420.10548 4667373.22456 3268404.06524 0.73494 -0.67778 0.01408 -0.01689
1.627998825631453039e+09 -2853420.06107 4667373.24087 3268404.07738 0.73490 -0.67782 0.01402 -0.01693
1.627998825730462951e+09 -2853420.02143 4667373.25864 3268404.08807 0.73491 -0.67781 0.01407 -0.01698
1.627998825832061902e+09 -2853419.98250 4667373.27918 3268404.09478 0.73496 -0.67775 0.01405 -0.01700
1.627998825929523941e+09 -2853419.95044 4667373.29904 3268404.09743 0.73517 -0.67753 0.01391 -0.01705
1.627998826028858925e+09 -2853419.91438 4667373.32250 3268404.09117 0.73510 -0.67760 0.01383 -0.01695
1.627998826128536081e+09 -2853419.87383 4667373.35074 3268404.08383 0.73535 -0.67733 0.01372 -0.01691
1.627998826228701068e+09 -2853419.82569 4667373.37945 3268404.07953 0.73542 -0.67727 0.01354 -0.01705
1.627998826334356108e+09 -2853419.77035 4667373.41000 3268404.08256 0.73543 -0.67725 0.01349 -0.01717
1.627998826441912961e+09 -2853419.71896 4667373.43705 3268404.08861 0.73556 -0.67711 0.01350 -0.01724
